Q2,W,A1,dA1(stat),dA1(sys),g1,dg1(stat),dg1(sys),g1/F1,dg1/F1(stat),dg1/F1(sys)
0.84618,2.7002,-0.01004,0.149,0.05387,-0.01214,0.13519,0.04962,-0.01342,0.14102,0.05157
0.84435,2.7401,-0.19623,0.14314,0.04583,-0.18424,0.13192,0.04361,-0.19026,0.1359,0.04416
0.8429,2.78,-0.33344,0.13931,0.04948,-0.31638,0.13046,0.04773,-0.32152,0.13265,0.04766
0.84178,2.82,-0.06683,0.13792,0.0451,-0.06759,0.13144,0.04376,-0.0677,0.13168,0.04353
0.84303,2.8601,-0.21059,0.13538,0.04551,-0.20933,0.13158,0.0453,-0.20545,0.12958,0.04405
0.83497,2.8967,0.09156,0.14942,0.09745,0.08559,0.1482,0.09835,0.0839,0.14336,0.09392
0.99953,1.1403,-0.27181,0.60061,0.32822,-0.01457,0.01824,0.00767,-0.11486,0.22189,0.11191
0.99961,1.1803,-0.59848,0.21165,0.132,-0.06254,0.02019,0.0173,-0.26736,0.08404,0.06577
1.0001,1.2202,0.14126,0.14541,0.14105,0.0114,0.02161,0.02312,0.03377,0.06154,0.07277
1.0006,1.2601,-0.19065,0.17023,0.1227,-0.02561,0.02169,0.01983,-0.09572,0.07686,0.06562
1.0013,1.3,0.01124,0.20973,0.07878,0.00401,0.02169,0.01177,0.03016,0.1009,0.04827
1.0019,1.3401,-0.06512,0.22464,0.08844,0.00633,0.02211,0.00824,0.03292,0.11455,0.04162
1.0022,1.3801,0.27921,0.22455,0.13553,0.04748,0.02318,0.00872,0.24854,0.12074,0.04477
1.0025,1.4202,-0.08454,0.21125,0.17063,0.01543,0.02425,0.00978,0.0716,0.11926,0.04669
1.0023,1.4601,-0.00986,0.18554,0.19058,0.02526,0.02586,0.0149,0.10507,0.10957,0.05941
1.0022,1.5001,0.07421,0.15934,0.20042,0.03444,0.02698,0.02084,0.12497,0.09791,0.07771
1.0023,1.5401,0.10622,0.15822,0.20248,0.03884,0.02731,0.02237,0.14389,0.1009,0.08291
1.0015,1.5801,-0.15315,0.16097,0.19809,-0.0039,0.02833,0.02105,-0.01444,0.10624,0.07793
1.0006,1.6201,-0.3118,0.16393,0.19049,-0.03686,0.03065,0.0238,-0.13053,0.11167,0.08235
1.0006,1.66,-0.32763,0.1542,0.1941,-0.05357,0.03387,0.03618,-0.17565,0.10818,0.10797
1.0014,1.7,-0.06047,0.13858,0.20748,0.00346,0.03679,0.04792,0.00598,0.09976,0.13452
1.001,1.74,-0.08236,0.14807,0.19523,-0.00838,0.03834,0.04755,-0.02456,0.10918,0.1344
1.0007,1.78,0.09716,0.19692,0.15137,0.03178,0.05023,0.03728,0.09417,0.14847,0.10858
0.99784,1.8195,0.12222,0.20492,0.11443,0.03738,0.05434,0.02953,0.10758,0.15777,0.08604
1.0006,1.8599,0.06403,0.21531,0.1016,0.02212,0.06063,0.02802,0.06489,0.16886,0.07828
1.0018,1.8999,-0.17627,0.20772,0.09081,-0.0459,0.06282,0.02711,-0.12488,0.16573,0.07118
1.0037,1.94,-0.0936,0.19652,0.07979,-0.02798,0.06421,0.02637,-0.07086,0.15927,0.06463
1.0045,1.98,-0.1412,0.18255,0.07584,-0.05039,0.06458,0.02763,-0.11661,0.15011,0.06311
1.0046,2.0201,-0.16027,0.16828,0.07436,-0.06325,0.06434,0.02914,-0.13534,0.14024,0.06273
1.0053,2.0601,-0.07402,0.15473,0.06569,-0.03066,0.06366,0.02752,-0.06397,0.13053,0.05615
1.0058,2.1001,-0.20333,0.14418,0.05202,-0.08956,0.06351,0.02392,-0.17527,0.12301,0.04541
1.0056,2.1401,-0.24192,0.13445,0.04563,-0.1131,0.06312,0.02312,-0.21053,0.11592,0.04069
1.0044,2.18,-0.1359,0.12681,0.04476,-0.06822,0.06316,0.02382,-0.12081,0.1104,0.04036
1.0036,2.2199,-0.14087,0.1219,0.03945,-0.07714,0.06416,0.02207,-0.1271,0.10708,0.03614
1.0045,2.2599,-0.07013,0.11812,0.03501,-0.04109,0.06547,0.02099,-0.0654,0.1046,0.03265
1.0052,2.3001,-0.13424,0.11338,0.03267,-0.08038,0.06596,0.02074,-0.12322,0.10117,0.03079
1.0049,2.3401,-0.21822,0.10843,0.03085,-0.13578,0.06602,0.02087,-0.19977,0.09744,0.0294
1.0048,2.3801,-0.07945,0.10441,0.03492,-0.05357,0.06636,0.02396,-0.07564,0.09444,0.033
1.0053,2.4201,-0.15672,0.10097,0.03776,-0.10635,0.06681,0.02634,-0.14634,0.09188,0.03557
1.0055,2.4601,-0.01246,0.09832,0.038,-0.01132,0.06755,0.02718,-0.01518,0.08997,0.03596
0.995,2.497,0.03077,0.11905,0.0475,0.01833,0.08444,0.03472,0.0244,0.10953,0.04472
1.0072,2.5401,0.06359,0.14805,0.05569,0.04326,0.10832,0.04139,0.05486,0.13683,0.05231
1.0057,2.5801,-0.12112,0.14205,0.05984,-0.09369,0.10656,0.04559,-0.11629,0.1319,0.05632
1.004,2.62,0.16264,0.13783,0.06818,0.12079,0.10561,0.05269,0.14759,0.12852,0.0642
1.0022,2.6599,0.07882,0.13686,0.06498,0.05818,0.10683,0.0508,0.06985,0.12813,0.06136
1.0023,2.6999,-0.03448,0.13608,0.05025,-0.03075,0.10798,0.04035,-0.03634,0.12786,0.04787
1.0024,2.7399,-0.05143,0.13485,0.04627,-0.0449,0.1087,0.03843,-0.05242,0.12714,0.04434
1.0049,2.7801,-0.49408,0.13252,0.05362,-0.40815,0.10853,0.04517,-0.47118,0.12533,0.0513
1.0075,2.8204,0.05153,0.12682,0.05771,0.0398,0.10567,0.04879,0.04508,0.12029,0.05521
1.0041,2.8594,0.04105,0.12452,0.06213,0.03184,0.10572,0.05344,0.03533,0.11844,0.05954
0.95531,2.8863,-0.51524,0.3165,0.06092,-0.44762,0.27317,0.05312,-0.49537,0.30211,0.05839
1.193,1.1403,-0.46391,0.65103,0.36113,-0.00827,0.01519,0.0066,-0.19727,0.25202,0.13104
1.1931,1.1804,-0.67157,0.23177,0.15209,-0.0514,0.01678,0.01556,-0.30858,0.09549,0.0777
1.1932,1.2203,-0.53641,0.1593,0.18248,-0.06743,0.01786,0.02147,-0.25902,0.0694,0.0919
1.1936,1.2601,-0.23366,0.18838,0.16576,-0.02324,0.01813,0.0189,-0.12036,0.08684,0.08499
1.194,1.3001,0.04946,0.23294,0.10518,0.0065,0.01841,0.01107,0.04349,0.11363,0.05921
1.1942,1.3401,-0.24185,0.24798,0.07833,-0.00932,0.01894,0.00593,-0.06333,0.12743,0.03855
1.1943,1.3801,-0.46031,0.24897,0.11055,-0.0225,0.02017,0.0056,-0.15119,0.13422,0.03654
1.1934,1.4201,0.17913,0.23911,0.13893,0.03399,0.0217,0.00647,0.21328,0.13476,0.03914
1.1931,1.4602,-0.36729,0.21476,0.15204,-0.01919,0.02384,0.00916,-0.10368,0.1262,0.04585
1.193,1.5001,0.19826,0.18905,0.15893,0.04532,0.02573,0.01273,0.20224,0.11526,0.05881
1.1937,1.5401,0.16683,0.1977,0.1618,0.03954,0.02744,0.01399,0.18038,0.12482,0.0641
1.1944,1.5801,-0.30414,0.20197,0.15939,-0.02471,0.02867,0.01383,-0.11362,0.13177,0.06228
1.195,1.6201,-0.22953,0.19668,0.16236,-0.01935,0.03006,0.01856,-0.07871,0.13227,0.07644
1.1955,1.6601,0.36862,0.17565,0.18719,0.08048,0.03213,0.03199,0.30302,0.12151,0.11296
1.1948,1.7,0.07773,0.18409,0.22142,0.0308,0.04096,0.04464,0.10113,0.13055,0.14865
1.1942,1.74,0.13868,0.20608,0.21597,0.04076,0.04432,0.04508,0.1337,0.14961,0.15086
1.1959,1.7798,-0.34069,0.21368,0.16225,-0.06612,0.04493,0.03422,-0.23371,0.1586,0.1173
1.2,1.8201,-0.03599,0.22771,0.11987,-0.00496,0.04972,0.02659,-0.01655,0.17249,0.09081
1.2007,1.8601,-0.21239,0.21256,0.11239,-0.04353,0.04937,0.02642,-0.14753,0.16405,0.0865
1.2005,1.9001,-0.29292,0.19718,0.10227,-0.06742,0.0493,0.02586,-0.21367,0.15483,0.07973
1.1997,1.9401,-0.32797,0.18263,0.09716,-0.08731,0.04951,0.02697,-0.25606,0.14572,0.07768
1.1984,1.9801,0.09039,0.16954,0.09738,0.02732,0.04997,0.029,0.07447,0.13731,0.07927
1.1967,2.02,-0.18706,0.15714,0.08919,-0.06041,0.05026,0.02864,-0.15344,0.12903,0.07347
1.1956,2.06,-0.1867,0.14605,0.0745,-0.06302,0.05046,0.02613,-0.15481,0.12145,0.06221
1.1952,2.1,-0.19544,0.13795,0.05732,-0.07199,0.05121,0.02189,-0.16481,0.11607,0.04854
1.1956,2.14,-0.30933,0.13202,0.04397,-0.12385,0.05239,0.01884,-0.26446,0.11229,0.03807
1.1963,2.18,-0.1973,0.12682,0.04563,-0.08432,0.05356,0.02055,-0.17114,0.10895,0.04006
1.1984,2.2201,0.03268,0.12139,0.04749,0.01254,0.05433,0.02199,0.02609,0.10526,0.04201
1.1994,2.2601,-0.22666,0.1158,0.04024,-0.1076,0.05471,0.02002,-0.20026,0.10128,0.03617
1.1996,2.3001,-0.16466,0.11086,0.03735,-0.08345,0.05511,0.02009,-0.14771,0.09774,0.03414
1.199,2.3401,-0.04839,0.10694,0.04053,-0.02658,0.05578,0.02226,-0.04562,0.09499,0.03709
1.1974,2.38,-0.1647,0.10395,0.04139,-0.09061,0.05672,0.0237,-0.14996,0.09299,0.03809
1.1911,2.4196,-0.01008,0.10585,0.05121,-0.00765,0.06026,0.03018,-0.01212,0.09533,0.04706
1.1819,2.4581,0.03211,0.12427,0.05575,0.0171,0.07355,0.03357,0.02598,0.11262,0.05129
1.1942,2.4999,-0.2397,0.14893,0.05015,-0.15018,0.09148,0.03179,-0.22184,0.13568,0.0466
1.1939,2.5399,-0.02317,0.14683,0.05619,-0.01703,0.09303,0.03666,-0.02459,0.13447,0.05236
1.1952,2.5799,0.00364,0.14509,0.05929,-0.00121,0.0944,0.03907,-0.00041,0.13353,0.05525
1.1975,2.62,-0.24242,0.14363,0.05242,-0.16464,0.09559,0.03585,-0.22785,0.13278,0.04919
1.1989,2.6601,-0.21865,0.1393,0.06477,-0.15176,0.09454,0.045,-0.20679,0.12932,0.06079
1.2024,2.7003,0.11411,0.13415,0.07437,0.07525,0.09264,0.0517,0.10244,0.12502,0.06977
1.2034,2.7403,-0.14516,0.12721,0.06482,-0.10426,0.08929,0.04583,-0.13933,0.11899,0.06113
1.2005,2.7803,-0.00092,0.12238,0.05336,-0.00398,0.08732,0.03867,-0.00469,0.11488,0.05068
1.1956,2.8197,-0.30435,0.12184,0.04735,-0.22357,0.08846,0.03508,-0.2903,0.11477,0.04522
1.1476,2.8495,-0.06249,0.2307,0.04374,-0.04946,0.17018,0.03279,-0.06288,0.21816,0.04183
1.4228,1.1403,-0.69235,0.73068,0.43402,-0.01905,0.01286,0.00505,-0.31779,0.29821,0.16869
1.4223,1.1803,-0.56216,0.26547,0.16982,-0.03719,0.01407,0.01243,-0.27905,0.11421,0.08808
1.4215,1.2202,-0.50497,0.18542,0.20994,-0.04628,0.01509,0.01755,-0.25861,0.08368,0.10652
1.4215,1.2602,-0.58351,0.22563,0.19614,-0.04148,0.01582,0.01571,-0.2924,0.10693,0.10033
1.4212,1.3001,0.22651,0.28395,0.12741,0.01417,0.01653,0.00934,0.12765,0.14139,0.06962
1.4217,1.3401,0.19505,0.31237,0.0866,0.01724,0.01782,0.00519,0.15813,0.16287,0.04589
1.4233,1.3802,-0.40328,0.31887,0.108,-0.0155,0.01952,0.00547,-0.13346,0.17357,0.04739
1.4245,1.4202,-0.00375,0.3045,0.13092,0.01223,0.02109,0.00727,0.10575,0.17256,0.05698
1.4246,1.4602,0.12958,0.26504,0.13512,0.02827,0.02268,0.0084,0.19329,0.156,0.05879
1.4245,1.5002,-0.17136,0.22814,0.13365,-0.00459,0.02419,0.00961,-0.02507,0.13888,0.05906
1.4243,1.5401,0.41691,0.24151,0.14032,0.05762,0.02614,0.01113,0.33344,0.15182,0.06533
1.4244,1.5801,-0.29676,0.25465,0.1383,-0.01931,0.0283,0.01126,-0.11326,0.16503,0.06377
1.4253,1.6201,-0.638,0.26037,0.14481,-0.06526,0.0316,0.01534,-0.35545,0.1736,0.07649
1.4266,1.6601,0.38936,0.24307,0.18104,0.06849,0.03606,0.02671,0.30845,0.16647,0.11483
1.4268,1.7002,0.14465,0.21062,0.21404,0.0365,0.0384,0.03604,0.14225,0.14776,0.14568
1.4259,1.7401,-0.12559,0.2215,0.21177,-0.0138,0.03855,0.03652,-0.06245,0.15893,0.14935
1.4251,1.7801,0.2595,0.22742,0.17092,0.04714,0.03844,0.02935,0.20414,0.16672,0.12465
1.4253,1.82,-0.31564,0.22228,0.12337,-0.05345,0.03894,0.02212,-0.22813,0.16622,0.09319
1.4259,1.86,-0.20806,0.21315,0.11507,-0.03477,0.03978,0.02226,-0.14412,0.16235,0.08841
1.4271,1.9,-0.06997,0.20088,0.12019,-0.00791,0.04047,0.02451,-0.03649,0.15563,0.09308
1.4282,1.9401,-0.31531,0.18834,0.11016,-0.06725,0.0413,0.02434,-0.24137,0.14825,0.08673
1.4289,1.9801,0.12605,0.17547,0.10398,0.03033,0.04201,0.02519,0.10307,0.14018,0.08332
1.4291,2.02,-0.18083,0.16361,0.09954,-0.04654,0.04267,0.02601,-0.14408,0.13251,0.08055
1.429,2.06,-0.28818,0.15226,0.0887,-0.08058,0.04307,0.02519,-0.23457,0.1249,0.07252
1.4282,2.1,0.10099,0.14283,0.07787,0.02988,0.04358,0.02365,0.08431,0.11858,0.06433
1.4276,2.14,-0.22875,0.13545,0.06244,-0.07516,0.04433,0.02035,-0.19177,0.11371,0.05207
1.428,2.18,-0.2175,0.12907,0.05105,-0.07722,0.0451,0.01854,-0.18501,0.10948,0.04331
1.4273,2.22,-0.17068,0.12406,0.05129,-0.06224,0.04608,0.01974,-0.14619,0.10625,0.04414
1.4263,2.2599,-0.12501,0.12052,0.05001,-0.04951,0.0474,0.0202,-0.10893,0.10415,0.04356
1.4204,2.2997,-0.06254,0.12037,0.05794,-0.02564,0.04995,0.02475,-0.05547,0.10492,0.05106
1.4156,2.3396,0.21859,0.12307,0.07202,0.09485,0.05373,0.03168,0.19056,0.10814,0.06374
1.419,2.3794,0.1125,0.14186,0.06864,0.0495,0.06479,0.03123,0.09743,0.1255,0.06106
1.4169,2.4188,-0.32503,0.16065,0.04702,-0.15797,0.07695,0.02334,-0.29202,0.14316,0.04244
1.4291,2.46,-0.37059,0.16253,0.03755,-0.18571,0.08123,0.02107,-0.3343,0.1457,0.03466
1.4304,2.5001,-0.16278,0.15628,0.05488,-0.08505,0.08115,0.02997,-0.14903,0.14093,0.05029
1.4332,2.5402,-0.04312,0.14918,0.06088,-0.02356,0.08008,0.03346,-0.04141,0.13527,0.05579
1.4354,2.5802,-0.33456,0.1421,0.05021,-0.18717,0.0785,0.0288,-0.30793,0.12952,0.04645
1.4348,2.6202,-0.13893,0.13562,0.04939,-0.07959,0.07679,0.02922,-0.12987,0.12422,0.04606
1.431,2.6602,-0.08969,0.13079,0.06172,-0.05383,0.07565,0.0364,-0.08558,0.12036,0.05744
1.4293,2.7001,0.06199,0.12788,0.07312,0.03468,0.07539,0.04356,0.05422,0.1182,0.06809
1.4301,2.7401,-0.06314,0.12603,0.07886,-0.03978,0.07561,0.04766,-0.06174,0.11695,0.07362
1.4254,2.7794,-0.05238,0.12823,0.07584,-0.03415,0.07826,0.04668,-0.05207,0.11946,0.07107
1.3649,2.8104,-0.44843,0.23699,0.06033,-0.28013,0.14695,0.03776,-0.42293,0.22181,0.05672
1.6998,1.1803,0.07914,0.35251,0.19928,0.00216,0.01376,0.01004,-0.00143,0.15936,0.10246
1.698,1.2202,0.00678,0.24959,0.24187,-0.00318,0.01479,0.0143,-0.02543,0.11742,0.12353
1.696,1.2602,0.23159,0.30647,0.22642,0.00962,0.01564,0.01283,0.09678,0.15035,0.11633
1.6951,1.3002,0.32992,0.38382,0.15013,0.01444,0.01642,0.00768,0.17905,0.19646,0.08096
1.6938,1.3402,-0.05385,0.42149,0.1034,0.00159,0.01786,0.00464,0.01964,0.22457,0.0565
1.6933,1.4202,-0.42037,0.43803,0.14226,-0.01157,0.02295,0.00772,-0.13461,0.25104,0.07616
1.6951,1.4603,-0.05805,0.39349,0.16889,0.00937,0.02575,0.01061,0.08752,0.23335,0.09421
1.6959,1.5002,0.23045,0.33346,0.16808,0.02908,0.02738,0.01157,0.21899,0.2039,0.09307
1.6969,1.5402,0.28584,0.33782,0.16359,0.03315,0.02837,0.01207,0.24728,0.2127,0.09167
1.6984,1.5802,0.23596,0.33918,0.16331,0.03013,0.02942,0.01276,0.22462,0.21962,0.09478
1.6999,1.6202,0.03857,0.31563,0.15619,0.01206,0.03042,0.0143,0.08704,0.20984,0.09497
1.7009,1.6602,0.22457,0.26243,0.15662,0.03505,0.03163,0.0188,0.18758,0.17887,0.10236
1.7019,1.7002,-0.07432,0.2205,0.1779,-0.00327,0.03276,0.02466,-0.01639,0.15365,0.12269
1.7022,1.7401,0.07972,0.23596,0.19072,0.01429,0.03312,0.02674,0.08092,0.16794,0.13546
1.7031,1.7801,0.06682,0.24598,0.16376,0.01048,0.03326,0.02276,0.05749,0.17869,0.11937
1.7036,1.8201,-0.23732,0.24009,0.12655,-0.03218,0.03359,0.01818,-0.1712,0.17775,0.09492
1.7031,1.8601,0.07148,0.22843,0.12834,0.01307,0.03408,0.01961,0.065,0.17215,0.09746
1.7025,1.9001,0.01626,0.21369,0.13388,0.00616,0.03453,0.02166,0.02814,0.16374,0.10254
1.7019,1.9401,-0.14133,0.19861,0.11635,-0.02346,0.03505,0.02036,-0.1029,0.15457,0.09028
1.7011,1.9801,-0.10714,0.1857,0.10392,-0.0189,0.03592,0.02045,-0.08008,0.14664,0.08209
1.7002,2.02,-0.125,0.17368,0.10972,-0.02573,0.03674,0.02344,-0.09613,0.13903,0.08769
1.6995,2.06,-0.00613,0.16397,0.10414,-0.00051,0.03777,0.02364,-0.00171,0.13294,0.08384
1.6991,2.1,-0.02999,0.15495,0.084,-0.00487,0.03862,0.02052,-0.02113,0.12714,0.06811
1.6969,2.1398,-0.13002,0.14924,0.07021,-0.03407,0.04002,0.01881,-0.10588,0.12383,0.05753
1.6918,2.1797,-0.11088,0.14876,0.06829,-0.0322,0.04273,0.01972,-0.092,0.12475,0.05672
1.6911,2.2197,-0.10707,0.14938,0.07261,-0.03137,0.04575,0.02245,-0.08937,0.1265,0.0612
1.6996,2.2597,0.03779,0.1709,0.07806,0.01219,0.05544,0.02546,0.03258,0.14597,0.0665
1.7075,2.3001,-0.14533,0.18335,0.0864,-0.04917,0.06309,0.03012,-0.12495,0.15797,0.07443
1.6995,2.3395,-0.03666,0.17477,0.09003,-0.01463,0.0635,0.03308,-0.03272,0.15186,0.07817
1.7055,2.3795,-0.59088,0.16998,0.07946,-0.22613,0.06489,0.03098,-0.51796,0.14876,0.06955
1.7108,2.4201,-0.04126,0.16362,0.06879,-0.01669,0.06553,0.02846,-0.03734,0.1442,0.06082
1.7096,2.4601,-0.49105,0.15548,0.05423,-0.20694,0.06513,0.02365,-0.43722,0.13794,0.0483
1.7061,2.5001,-0.39005,0.14911,0.03624,-0.1713,0.06507,0.01799,-0.34996,0.13314,0.03293
1.7043,2.54,-0.32857,0.14471,0.04199,-0.14929,0.06545,0.0208,-0.29685,0.12997,0.03834
1.7043,2.58,-0.28499,0.14161,0.04694,-0.13423,0.06607,0.02323,-0.25947,0.1279,0.0429
1.7056,2.62,-0.38973,0.13924,0.04512,-0.18738,0.06673,0.02291,-0.35577,0.1264,0.04152
1.7064,2.6601,-0.13999,0.13679,0.05459,-0.0705,0.06712,0.02768,-0.13027,0.12478,0.05037
1.7067,2.7002,-0.07026,0.13494,0.07129,-0.03659,0.06761,0.03619,-0.06689,0.12366,0.06581
1.6838,2.7379,0.00997,0.14751,0.08061,0.00408,0.07531,0.04148,0.00684,0.13581,0.07463
1.6085,2.7686,-0.07073,0.3296,0.06945,-0.03743,0.17111,0.03611,-0.06769,0.30506,0.06449
2.0273,1.2204,-0.57236,0.40854,0.27764,-0.02692,0.01696,0.01096,-0.31446,0.20145,0.14189
2.029,1.2603,-0.73747,0.4851,0.27578,-0.02718,0.01732,0.01027,-0.39982,0.24782,0.14309
2.0296,1.3003,0.67405,0.5868,0.25605,0.02027,0.01768,0.00817,0.35759,0.3108,0.13711
2.0283,1.4203,-0.39455,0.54716,0.21312,-0.00813,0.02086,0.00889,-0.13481,0.31951,0.12925
2.0276,1.4603,-0.01388,0.45499,0.19935,0.01094,0.02196,0.01017,0.11678,0.27369,0.12698
2.0268,1.5003,0.02011,0.37085,0.17712,0.00732,0.0227,0.01021,0.08231,0.22915,0.11122
2.0258,1.5403,0.17085,0.37194,0.17023,0.01684,0.02337,0.01039,0.17049,0.23585,0.1055
2.0257,1.5802,0.37947,0.37165,0.16847,0.03086,0.02431,0.01077,0.30876,0.24168,0.10697
2.0257,1.6202,0.03464,0.34426,0.14583,0.00761,0.02546,0.01051,0.07791,0.22929,0.09444
2.0262,1.6602,0.02188,0.27821,0.12609,0.00584,0.02635,0.01192,0.04285,0.18958,0.08467
2.0261,1.7002,0.11068,0.23273,0.14366,0.01881,0.02735,0.01586,0.10682,0.16183,0.10008
2.0263,1.7401,-0.05841,0.25347,0.1653,-0.00177,0.02782,0.01826,-0.02826,0.17974,0.1177
2.0268,1.7801,0.14113,0.26762,0.15709,0.01522,0.02804,0.01695,0.10495,0.19344,0.11412
2.0277,1.8201,0.07262,0.26226,0.13871,0.00725,0.02839,0.01518,0.05237,0.19299,0.10272
2.0285,1.8601,0.04975,0.25019,0.13925,0.00748,0.02892,0.01627,0.04579,0.18722,0.1044
2.029,1.9001,-0.00093,0.23705,0.14304,0.00249,0.02976,0.01801,0.0136,0.18022,0.10862
2.0295,1.94,0.06585,0.21983,0.13039,0.01063,0.03026,0.01776,0.05849,0.16963,0.10026
2.0256,1.9799,-0.15741,0.20891,0.11886,-0.02198,0.03164,0.01818,-0.11725,0.16348,0.09288
2.0226,2.0199,0.11645,0.19976,0.12557,0.02115,0.03323,0.02103,0.09859,0.1584,0.09933
2.0235,2.0599,-0.11083,0.19375,0.11605,-0.02041,0.03522,0.02063,-0.0849,0.15556,0.09224
2.029,2.0999,-0.3508,0.19923,0.08901,-0.06844,0.03933,0.01743,-0.28084,0.1618,0.07104
2.0368,2.1401,-0.28372,0.1997,0.08235,-0.06045,0.04258,0.01785,-0.22992,0.16395,0.06653
2.0375,2.1802,-0.13331,0.19874,0.08379,-0.03005,0.04554,0.01911,-0.10787,0.16487,0.06843
2.036,2.2202,-0.28655,0.16694,0.08517,-0.06959,0.04093,0.02103,-0.23776,0.13986,0.07064
2.0253,2.2597,0.07982,0.16787,0.11027,0.02117,0.04383,0.02923,0.06919,0.14196,0.09304
2.0219,2.2994,0.22317,0.18933,0.12396,0.0617,0.05253,0.03406,0.19144,0.16153,0.10531
2.0328,2.34,-0.15513,0.18259,0.11198,-0.04514,0.05358,0.03254,-0.13248,0.15701,0.09586
2.0326,2.3801,-0.01142,0.17622,0.09818,-0.00389,0.05456,0.03038,-0.00962,0.15271,0.08478
2.0327,2.42,-0.35786,0.16974,0.07717,-0.11718,0.05528,0.0252,-0.31248,0.14815,0.06697
2.0329,2.46,-0.49133,0.16545,0.07515,-0.16848,0.05653,0.02678,-0.43217,0.1454,0.06613
2.0343,2.5001,0.09585,0.16045,0.09313,0.03299,0.05727,0.0335,0.08389,0.14191,0.08236
2.0356,2.5401,-0.21166,0.15644,0.08077,-0.07787,0.05804,0.02981,-0.18871,0.1392,0.07176
2.0358,2.5801,-0.28229,0.1526,0.07842,-0.10767,0.05858,0.03091,-0.25317,0.13656,0.07048
2.0359,2.6201,0.01648,0.1498,0.09391,0.0065,0.05925,0.03747,0.01382,0.13477,0.08466
2.0281,2.6595,-0.36104,0.15189,0.08988,-0.14809,0.06166,0.03665,-0.32842,0.13737,0.08142
1.9554,2.6961,0.02708,0.20908,0.14664,0.01058,0.0869,0.06179,0.02308,0.19026,0.13397
2.4127,1.1804,0.32836,0.68934,0.27864,0.00248,0.01346,0.00597,0.11621,0.34711,0.14075
2.4134,1.2203,-0.33213,0.47566,0.30184,-0.01174,0.01376,0.0081,-0.20705,0.24631,0.15827
2.4137,1.2603,-0.63524,0.57427,0.27132,-0.01815,0.01427,0.00709,-0.36263,0.30623,0.14311
2.415,1.3003,-0.17387,0.69926,0.21792,-0.0046,0.01467,0.00482,-0.10093,0.38447,0.11716
2.4176,1.4203,-0.46242,0.63243,0.25221,-0.00817,0.01725,0.00796,-0.19965,0.37793,0.15895
2.4188,1.4604,0.17127,0.52453,0.27531,0.01406,0.01837,0.01054,0.21815,0.32162,0.17919
2.4194,1.5004,0.56061,0.42096,0.24665,0.03017,0.01895,0.01041,0.41588,0.26424,0.15925
2.4201,1.5402,-0.00036,0.42695,0.1795,0.00379,0.01983,0.00834,0.05171,0.27414,0.11542
2.4214,1.5803,-0.19128,0.4189,0.14133,-0.00564,0.02045,0.00703,-0.07222,0.27508,0.09282
2.4223,1.6202,-0.41001,0.38212,0.12664,-0.02057,0.02146,0.00765,-0.22222,0.25631,0.08535
2.4242,1.6603,0.15464,0.30601,0.13273,0.01756,0.0225,0.01025,0.16242,0.20952,0.0919
2.4253,1.7003,-0.10531,0.24995,0.15705,-0.0035,0.02293,0.01348,-0.02366,0.17428,0.11059
2.4229,1.7402,0.34933,0.27678,0.17886,0.03379,0.02346,0.01516,0.28762,0.19642,0.12737
2.4187,1.7801,-0.02162,0.2972,0.17036,0.00147,0.02385,0.01401,0.01382,0.21465,0.12275
2.414,1.8201,-0.23288,0.29876,0.14161,-0.01673,0.02472,0.01188,-0.14842,0.21936,0.10378
2.4114,1.86,-0.42157,0.29046,0.12531,-0.03497,0.0257,0.01143,-0.29335,0.21662,0.09367
2.4126,1.9,-0.32841,0.28313,0.12522,-0.02841,0.02727,0.0125,-0.22863,0.21428,0.09513
2.4187,1.9399,-0.34661,0.27428,0.12043,-0.03374,0.02908,0.01297,-0.24999,0.21051,0.09246
2.4215,1.9801,-0.22813,0.25954,0.11683,-0.0257,0.03041,0.01401,-0.16752,0.20186,0.09083
2.4212,2.0201,-0.18684,0.24471,0.12341,-0.02258,0.03165,0.01619,-0.13944,0.19274,0.09688
2.4217,2.06,-0.28141,0.22509,0.11421,-0.03775,0.03191,0.01609,-0.21688,0.17939,0.09011
2.4171,2.1,-0.2746,0.21864,0.09441,-0.04123,0.03379,0.01458,-0.21537,0.17622,0.07483
2.4105,2.1399,-0.30064,0.21579,0.09103,-0.04981,0.03615,0.0154,-0.24008,0.17581,0.07287
2.4073,2.1799,-0.27729,0.21526,0.11586,-0.04907,0.03888,0.02138,-0.22368,0.17716,0.09464
2.4135,2.2196,0.25849,0.22182,0.13358,0.0511,0.04298,0.02567,0.21873,0.18429,0.11013
2.4246,2.2601,-0.18521,0.21814,0.11273,-0.03895,0.04521,0.02262,-0.15268,0.18286,0.09326
2.4255,2.3001,-0.36115,0.20914,0.08755,-0.07938,0.04616,0.01946,-0.30273,0.17682,0.07309
2.4266,2.3401,-0.19082,0.20155,0.09324,-0.04229,0.04721,0.02217,-0.15943,0.17178,0.0789
2.427,2.3801,-0.09968,0.19376,0.09363,-0.02444,0.04803,0.02324,-0.08384,0.16641,0.07984
2.4273,2.4201,-0.3813,0.1877,0.08445,-0.09835,0.0491,0.0223,-0.32795,0.16238,0.07258
2.4265,2.4601,-0.18901,0.18123,0.08056,-0.05196,0.04989,0.02248,-0.16364,0.15787,0.06983
